No,Tanggal,Harga Pembukaan,Tertinggi,Terendah,Penutupan,Volume,Nilai,Frekuensi
1,2025-02-17,8975,9325,8975,9325,89096400,818775542500,21925
2,2025-02-14,9000,9075,8950,8975,116274500,1044788057500,23400
3,2025-02-13,9100,9150,9000,9000,90439700,817617295000,20406
4,2025-02-12,8950,9150,8950,9150,121172600,1095997277500,27665
5,2025-02-11,9025,9100,9000,9075,71188300,644089892500,20196
6,2025-02-10,9025,9250,9025,9150,76209100,696061780000,20252
7,2025-02-07,8950,9350,8825,9350,131162200,1201760495000,34185
8,2025-02-06,9075,9100,8850,8950,171477800,1535509045000,81623
9,2025-02-05,9100,9175,9100,9125,98229900,896442272500,28629
10,2025-02-04,9350,9400,9175,9175,94607700,875178227500,35496
11,2025-02-03,9400,9400,9225,9350,90439900,841721630000,34327
12,2025-01-31,9250,9500,9225,9450,112982800,1062122740000,24540
13,2025-01-30,9150,9275,9150,9150,154645800,1421241562500,67740
14,2025-01-24,9625,9650,9350,9350,152057000,1441026497500,68041
15,2025-01-23,9600,9750,9600,9600,120515400,1161047515000,25168
16,2025-01-22,9650,9675,9575,9600,90154800,865683077500,24749
17,2025-01-21,9600,9675,9550,9575,124547900,1196904822500,33891
18,2025-01-20,9850,9875,9625,9625,112111200,1085222997500,36855
19,2025-01-17,9750,9900,9650,9900,71033100,696773660000,18298
20,2025-01-16,9850,9925,9750,9750,76979000,754921277500,25725
21,2025-01-15,9575,9800,9550,9800,77098000,746002880000,20821
22,2025-01-14,9600,9725,9525,9525,70942600,680061042500,24824
23,2025-01-13,9625,9725,9625,9675,88270100,853411082500,24079
24,2025-01-10,9800,9925,9725,9725,72531300,711582285000,18134
25,2025-01-09,9750,9875,9725,9850,42733800,419861325000,13597
26,2025-01-08,9675,9775,9575,9675,55943100,540873132500,15348
27,2025-01-07,9675,9725,9525,9525,71318600,685707970000,28271
28,2025-01-06,9850,9875,9650,9675,41593900,404310072500,20789
29,2025-01-03,9850,9925,9825,9850,41916000,413273410000,15875
30,2025-01-02,9650,9900,9650,9900,38124800,373424090000,15631
31,2024-12-30,9800,9825,9675,9675,56350100,547279645000,21320
32,2024-12-27,9800,9825,9725,9800,24016700,234872337500,11664
33,2024-12-24,9850,9900,9750,9750,32415700,317612792500,12830
34,2024-12-23,9700,9850,9700,9775,43292100,422859055000,15554
35,2024-12-20,9650,9750,9625,9650,91576900,885119355000,28089
36,2024-12-19,9700,9775,9550,9675,104254100,1009626502500,41241
37,2024-12-18,9900,10025,9800,9800,84868500,837156810000,32549
38,2024-12-17,9950,10050,9900,9900,99845900,992605332500,29784
39,2024-12-16,10000,10125,10000,10100,57746100,581737965000,13556
40,2024-12-13,10125,10225,10025,10050,75126400,756942522500,20759
41,2024-12-12,10300,10375,10175,10175,44780100,458281485000,12446
42,2024-12-11,10225,10425,10225,10425,37934300,394257537500,13880
43,2024-12-10,10325,10350,10275,10350,61230400,632393607500,16744
44,2024-12-09,10025,10350,10000,10350,64458400,658624080000,17838
45,2024-12-06,10100,10175,10050,10075,68247200,689523857500,12722
46,2024-12-05,10250,10350,10225,10250,96904400,995027537500,15526
47,2024-12-04,10175,10250,10050,10200,97876300,998983882500,22273
48,2024-12-03,10025,10225,9900,10200,126087100,1270274277500,23917
49,2024-12-02,10000,10050,9750,9750,87879600,866637790000,44366
50,2024-11-29,10000,10100,9950,10000,76886000,770514087500,12383
51,2024-11-28,9975,10075,9925,10000,57443500,574637320000,17285
52,2024-11-26,10250,10250,10000,10000,62310100,628321295000,18697
53,2024-11-25,9950,10200,9900,10175,165369400,1676732035000,21752
54,2024-11-22,9925,9950,9850,9850,58396100,577527395000,22017
55,2024-11-21,10000,10000,9850,9850,93181200,923693185000,32590
56,2024-11-20,10025,10150,10000,10075,58584400,590190725000,15029
57,2024-11-19,9900,10025,9900,9925,85302000,849070050000,31798
58,2024-11-18,10075,10125,10000,10000,66883200,672125447500,23278
59,2024-11-15,10050,10275,10050,10175,63598200,646626727500,15625
60,2024-11-14,10125,10175,10050,10100,56381400,570156220000,15643
61,2024-11-13,10225,10250,10150,10150,62933100,641011727500,15122
62,2024-11-12,10100,10225,10000,10150,80378500,814746877500,18106
63,2024-11-11,9800,10050,9800,10050,128707600,1279921625000,37945
64,2024-11-08,10200,10225,10050,10075,92216000,932774647500,33477
65,2024-11-07,10325,10450,10175,10175,131579100,1348940575000,35440
66,2024-11-06,10475,10500,10375,10450,50324900,525089347500,10925
67,2024-11-05,10300,10575,10300,10500,50296500,525171937500,16658
68,2024-11-04,10425,10500,10300,10375,49275700,510741887500,23384
69,2024-11-01,10275,10425,10275,10425,47710000,494340572500,14182
70,2024-10-31,10325,10475,10250,10250,97553400,1007095512500,17609
71,2024-10-30,10275,10400,10275,10350,114484100,1182637292500,38446
72,2024-10-29,10525,10575,10500,10500,49680100,522912757500,14137
73,2024-10-28,10825,10825,10600,10600,39061500,417307360000,12676
74,2024-10-25,10650,10750,10625,10750,34847500,372359932500,10317
75,2024-10-24,10725,10850,10700,10700,85341200,918103132500,15781
76,2024-10-23,10475,10650,10475,10650,48903000,518693217500,12176
77,2024-10-22,10475,10600,10475,10500,94799500,997662547500,19210
78,2024-10-21,10850,10850,10675,10675,36472500,391150840000,12247
79,2024-10-18,10875,10875,10725,10750,56299600,606903822500,14098
80,2024-10-17,10550,10800,10500,10725,66993300,717556802500,19302
81,2024-10-16,10700,10725,10475,10475,63255900,667665417500,14007
82,2024-10-15,10550,10625,10450,10625,66635200,704400667500,16821
83,2024-10-14,10375,10500,10375,10500,31738600,332326162500,10208
84,2024-10-11,10575,10575,10375,10375,44632100,467042557500,9813
85,2024-10-10,10425,10500,10400,10500,51080000,535000225000,9742
86,2024-10-09,10400,10525,10400,10425,56835200,594324340000,10422
87,2024-10-08,10200,10500,10150,10400,99622900,1033466197500,18975
88,2024-10-07,10350,10375,10250,10300,91867900,947690522500,31060
89,2024-10-04,10400,10475,10350,10475,58500400,610188655000,11609
90,2024-10-03,10450,10525,10400,10450,60887000,636332797500,12041
91,2024-10-02,10325,10550,10325,10500,86746200,908333882500,17048
92,2024-10-01,10400,10550,10375,10550,59797700,625077602500,15454
93,2024-09-30,10475,10550,10325,10325,144692100,1508868855000,35764
94,2024-09-27,10500,10750,10400,10650,93027400,986110227500,20370
95,2024-09-26,10875,10875,10675,10700,84960100,915215230000,20719
96,2024-09-25,10675,10850,10525,10850,158369100,1696700602500,35347
97,2024-09-24,10775,10950,10775,10800,105191100,1137813032500,22979
98,2024-09-23,10725,10950,10725,10950,72553800,791283160000,12281
99,2024-09-20,10900,10900,10775,10775,142194600,1537226127500,18497
100,2024-09-19,10700,10900,10650,10900,140886600,1524262647500,24038
101,2024-09-18,10500,10625,10450,10625,65420200,690142560000,13066
102,2024-09-17,10450,10500,10350,10500,89745000,938430847500,19853
103,2024-09-13,10400,10425,10325,10425,70057100,726902012500,13545
104,2024-09-12,10450,10500,10375,10475,70759100,739144152500,12239
105,2024-09-11,10425,10425,10350,10425,64621300,672102415000,11442
106,2024-09-10,10350,10350,10275,10350,55093100,568783547500,10938
107,2024-09-09,10300,10350,10200,10275,36185100,371629310000,10746
108,2024-09-06,10225,10300,10225,10300,31541800,324325060000,8942
109,2024-09-05,10350,10350,10250,10250,39332900,404451422500,10717
110,2024-09-04,10150,10300,10125,10300,44817000,458912225000,14403
111,2024-09-03,10325,10325,10150,10175,50950200,520425960000,16568
112,2024-09-02,10375,10375,10200,10275,72008600,738315995000,22433
113,2024-08-30,10325,10325,10200,10325,158403700,1632626107500,13368
114,2024-08-29,10500,10500,10225,10225,53004700,548265397500,14794
115,2024-08-28,10300,10350,10250,10350,38489900,397007920000,12574
116,2024-08-27,10275,10300,10175,10200,60448400,617551290000,16885
117,2024-08-26,10275,10375,10250,10325,35145600,362733335000,14343
118,2024-08-23,10325,10375,10300,10325,46651600,481747285000,10539
119,2024-08-22,10350,10400,10225,10325,56611600,584047257500,18440
120,2024-08-21,10500,10500,10425,10425,84848800,888667207500,15391
121,2024-08-20,10325,10450,10300,10425,60304400,627230252500,12697
122,2024-08-19,10325,10425,10275,10375,51054400,528084170000,13161
123,2024-08-16,10300,10325,10250,10325,40731400,419567970000,9710
124,2024-08-15,10200,10300,10175,10225,33396600,341634180000,7263
125,2024-08-14,10300,10300,10200,10200,47999100,492114977500,16571
126,2024-08-13,10250,10300,10175,10300,55207100,567056282500,14056
127,2024-08-12,10100,10200,10075,10200,40364100,409502280000,10488
128,2024-08-09,10225,10250,10100,10150,47062400,478581365000,10886
129,2024-08-08,10150,10225,10075,10225,54162100,551612905000,13322
130,2024-08-07,10000,10100,10000,10100,52347100,526463467500,15079
131,2024-08-06,10075,10075,9950,10000,78473900,784693072500,19508
132,2024-08-05,10000,10150,9875,9875,126328300,1258493047500,47814
133,2024-08-02,10275,10350,10200,10200,55774800,572054080000,13022
134,2024-08-01,10200,10375,10200,10375,61176200,631109902500,14412
135,2024-07-31,10350,10350,10225,10275,82519900,849741515000,12017
136,2024-07-30,10300,10300,10175,10175,32201100,328946625000,14767
137,2024-07-29,10400,10425,10175,10250,69092500,710153290000,15485
138,2024-07-26,10375,10400,10300,10325,75565800,781794545000,14338
139,2024-07-25,10225,10300,10200,10300,98088100,1006108197500,20161
140,2024-07-24,10125,10175,10075,10075,24658000,249413392500,7998
141,2024-07-23,10200,10200,10125,10175,39321100,399596805000,11252
142,2024-07-22,10125,10150,10100,10100,31285300,316538407500,9472
143,2024-07-19,10050,10125,9975,10125,53880300,542173770000,10953
144,2024-07-18,9800,10100,9800,10100,65383200,655641027500,16476
145,2024-07-17,9900,9950,9800,9800,90666000,893837670000,24391
146,2024-07-16,9975,10025,9950,9950,37192700,370581637500,13598
147,2024-07-15,10050,10075,9950,10050,36682600,367693072500,11095
148,2024-07-12,10050,10100,10025,10075,79027900,795578702500,9907
149,2024-07-11,10000,10125,10000,10075,55908600,562275077500,11637
150,2024-07-10,10175,10225,10050,10100,62325900,632008905000,13555
151,2024-07-09,10100,10150,10075,10075,61853200,624812862500,14625
152,2024-07-08,10000,10050,9950,10050,72903600,729338665000,18622
153,2024-07-05,9925,9975,9875,9950,36946900,366765840000,9056
154,2024-07-04,9975,10000,9825,9825,67054000,663766642500,17899
155,2024-07-03,9975,10000,9925,10000,55860200,557322415000,15588
156,2024-07-02,10000,10000,9850,9900,78848500,783815545000,16526
157,2024-07-01,9850,9900,9825,9875,68634600,676353132500,15635
158,2024-06-28,9800,9975,9775,9925,166172300,1646454295000,25070
159,2024-06-27,9575,9750,9550,9750,89150700,863009895000,21566
160,2024-06-26,9525,9650,9450,9500,77913200,741677042500,14124
161,2024-06-25,9600,9600,9450,9600,80029000,765143162500,14626
162,2024-06-24,9600,9750,9575,9600,79592300,768363037500,18614
163,2024-06-21,9475,9675,9400,9600,167756000,1607541575000,23322
164,2024-06-20,9150,9425,9100,9425,81474800,759584140000,17957
165,2024-06-19,9250,9250,9050,9050,100051000,914391255000,26534
166,2024-06-14,9200,9250,9100,9200,52986300,486466150000,16444
167,2024-06-13,9475,9475,9200,9200,84652200,785710585000,26333
168,2024-06-12,9300,9325,9250,9250,49785700,461734975000,14267
169,2024-06-11,9550,9550,9300,9300,68690900,643391100000,19611
170,2024-06-10,9500,9525,9450,9525,45584700,432782792500,15273
171,2024-06-07,9500,9500,9325,9325,51599800,483877250000,14880
172,2024-06-06,9525,9525,9450,9475,44991300,427010560000,16226
173,2024-06-05,9500,9500,9300,9450,85710000,809566762500,21697
174,2024-06-04,9525,9525,9350,9350,75353100,711191547500,17627
175,2024-06-03,9350,9350,9225,9275,72197700,670159027500,24450
176,2024-05-31,9100,9250,9025,9250,756431600,6979013202500,34353
177,2024-05-30,9000,9250,8775,9000,207115100,1873960675000,54262
178,2024-05-29,9275,9325,9150,9150,117351600,1079031462500,42254
179,2024-05-28,9300,9400,9300,9300,73945700,689712872500,19807
180,2024-05-27,9300,9375,9275,9300,128578500,1198041257500,38108
181,2024-05-22,9475,9575,9325,9425,121712700,1145786445000,31959
182,2024-05-21,9450,9575,9375,9375,75710100,713560200000,25928
183,2024-05-20,9700,9800,9475,9475,87890100,845293792500,28238
184,2024-05-17,9600,9850,9575,9750,99848500,974199087500,23640
185,2024-05-16,9575,9675,9525,9600,61126000,585968155000,18573
186,2024-05-15,9500,9600,9425,9500,54741900,521236290000,18832
187,2024-05-14,9625,9675,9525,9550,95363500,914748672500,20369
188,2024-05-13,9200,9525,9200,9525,145469900,1358788430000,35616
189,2024-05-08,9600,9700,9375,9375,112808900,1070180590000,39495
190,2024-05-07,9700,9750,9625,9700,66746800,646722057500,18005
191,2024-05-06,9850,9875,9775,9800,53076200,521274757500,19896
192,2024-05-03,9750,9850,9675,9850,84029000,823935002500,18035
193,2024-05-02,9900,9900,9500,9550,97079400,935618212500,32968
194,2024-04-30,10050,10050,9800,9800,109623000,1082333827500,22397
195,2024-04-29,9525,9850,9525,9800,90063500,876477722500,18083
196,2024-04-26,9700,9825,9625,9625,100932900,978638855000,19775
197,2024-04-25,10000,10000,9700,9775,104874100,1027734660000,25140
198,2024-04-24,9825,9950,9750,9950,132832700,1312971980000,25691
199,2024-04-23,9400,9775,9375,9725,181702800,1748367927500,27408
200,2024-04-22,9400,9425,9350,9350,128908000,1209355612500,27968
201,2024-04-19,9350,9500,9300,9475,147784300,1391192390000,28468
202,2024-04-18,9525,9575,9450,9475,127134000,1206948277500,31196
203,2024-04-17,9550,9675,9525,9525,95620700,915029830000,34140
204,2024-04-16,9350,9575,9250,9475,283265900,2668964305000,77628
205,2024-04-05,9950,9950,9825,9825,70428600,694595017500,15056
206,2024-04-04,9575,9850,9575,9850,77273000,755757022500,23650
207,2024-04-03,9750,9800,9525,9525,177418400,1706088547500,63256
208,2024-04-02,9925,9950,9800,9900,76763100,757548832500,24057
209,2024-04-01,10075,10100,9825,9850,79248700,783891117500,43580
210,2024-03-28,10025,10100,9975,10075,79229700,796081055000,18464
211,2024-03-27,10025,10075,10000,10075,39514100,397071375000,11576
212,2024-03-26,9950,10050,9950,10050,65742700,658382617500,14791
213,2024-03-25,9925,10075,9925,10075,66971000,670487380000,20445
214,2024-03-22,10000,10125,9950,10100,120529100,1210555180000,17847
215,2024-03-21,10175,10225,10050,10125,90279400,914997257500,14117
216,2024-03-20,10100,10150,10075,10125,66269700,669934550000,15350
217,2024-03-19,10150,10250,10150,10175,55004800,560817750000,13018
218,2024-03-18,10175,10275,10150,10150,62444100,636272030000,12567
219,2024-03-15,10200,10300,10050,10150,154176800,1566521105000,18004
220,2024-03-14,10050,10325,10025,10325,110681100,1133389832500,20252
221,2024-03-13,10400,10400,10000,10000,141622600,1432320660000,26994
222,2024-03-08,10250,10300,10125,10150,100947200,1031824227500,14213
223,2024-03-07,10050,10175,10000,10125,118369300,1195430905000,18558
224,2024-03-06,9900,10000,9775,9950,70242200,694291020000,13309
225,2024-03-05,9900,9900,9775,9800,61952900,607795962500,15084
226,2024-03-04,9800,9825,9750,9750,43822900,428606817500,17470
227,2024-03-01,9900,9925,9800,9825,51520600,507340845000,16925
228,2024-02-29,10000,10000,9850,9875,127017400,1255738452500,22078
229,2024-02-28,9975,10000,9900,10000,66945500,667941307500,11326
230,2024-02-27,9750,9900,9750,9875,43735800,431140952500,10571
231,2024-02-26,9750,9875,9725,9800,53817000,527694455000,12821
232,2024-02-23,9900,9925,9800,9825,55192300,543472687500,14901
233,2024-02-22,9975,9975,9875,9875,66913000,664136167500,9765
234,2024-02-21,9950,10000,9850,9975,75554800,750708920000,20433
235,2024-02-20,9850,10025,9850,10025,63997700,638106795000,14276
236,2024-02-19,9900,9975,9825,9875,53341300,529339587500,15352
237,2024-02-16,9975,10000,9875,9950,142277200,1416330502500,15116
238,2024-02-15,9950,9975,9850,9850,164748900,1630735422500,23093
239,2024-02-13,9750,9800,9700,9725,66072400,643507517500,17900
240,2024-02-12,9750,9800,9700,9800,99803600,974994797500,15467
241,2024-02-07,9700,9725,9650,9700,93319400,904699180000,9714
242,2024-02-06,9750,9750,9625,9625,87651000,846940985000,10021
243,2024-02-05,9675,9675,9525,9575,57983300,556082380000,15715
244,2024-02-02,9775,9800,9625,9700,99324000,963298422500,10804
245,2024-02-01,9650,9725,9575,9700,109289600,1057575142500,11558
246,2024-01-31,9700,9700,9550,9550,102581200,985936920000,14137
247,2024-01-30,9500,9650,9475,9650,73136800,702022905000,13549
248,2024-01-29,9400,9550,9375,9550,73452800,696674405000,14179
249,2024-01-26,9400,9450,9300,9350,78977300,738484365000,19319
250,2024-01-25,9450,9575,9450,9500,63212700,601530947500,10873
251,2024-01-24,9600,9600,9475,9525,84906000,808037450000,10610
252,2024-01-23,9450,9600,9450,9600,92348600,879716112500,14527
253,2024-01-22,9600,9650,9525,9625,52868300,506678097500,11650
254,2024-01-19,9775,9775,9600,9625,63176500,610975467500,10861
255,2024-01-18,9675,9750,9625,9675,71048900,688403975000,11378
256,2024-01-17,9750,9750,9650,9750,107706100,1047020942500,15393
257,2024-01-16,9700,9750,9675,9700,44869200,435536765000,11446
258,2024-01-15,9750,9750,9650,9725,88578600,860591012500,12617
259,2024-01-12,9650,9700,9600,9700,68253400,659167627500,11100
260,2024-01-11,9625,9650,9575,9575,51579900,495855570000,9212
261,2024-01-10,9650,9650,9550,9550,52774900,505953492500,9733
262,2024-01-09,9600,9625,9575,9625,59848600,574866917500,10333
263,2024-01-08,9600,9625,9475,9575,50896000,486561155000,15118
264,2024-01-05,9500,9600,9475,9575,85290100,815474150000,16850
265,2024-01-04,9400,9475,9375,9475,77288400,730505102500,18289
266,2024-01-03,9425,9425,9325,9350,34603300,324210795000,10016
267,2024-01-02,9400,9425,9350,9425,30545200,287338455000,10764
268,2023-12-29,9425,9450,9350,9400,79903400,751898350000,10689
269,2023-12-28,9325,9425,9325,9400,70184600,658943665000,12600
270,2023-12-27,9375,9400,9325,9375,72256600,677203315000,18093
271,2023-12-22,9275,9350,9275,9325,64449600,600423380000,10116
272,2023-12-21,9300,9325,9250,9325,88116700,819722295000,12694
273,2023-12-20,9250,9300,9225,9300,72938100,677012335000,14437
274,2023-12-19,9125,9250,9125,9250,87544300,805286270000,14148
275,2023-12-18,9200,9225,9150,9200,111712200,1027068330000,16184
276,2023-12-15,9125,9225,9075,9225,275013500,2522311642500,33984
277,2023-12-14,8775,9050,8750,9050,139383100,1246461712500,24760
278,2023-12-13,8700,8750,8675,8675,51560500,448042352500,15382
279,2023-12-12,8700,8750,8700,8700,87589300,763324475000,16058
280,2023-12-11,8675,8775,8675,8750,78642800,686302160000,19599
281,2023-12-08,8800,8850,8750,8750,43891600,385129775000,14985
282,2023-12-07,8750,8825,8725,8825,91322500,801830380000,23270
283,2023-12-06,8850,8950,8800,8800,81852800,723963235000,18372
284,2023-12-05,8950,8950,8825,8900,94363900,839829155000,21454
285,2023-12-04,8950,9025,8925,8925,54750100,491403830000,14658
286,2023-12-01,8925,8975,8900,8950,80566400,719949035000,11110
287,2023-11-30,8925,8975,8900,8975,205312100,1840731615000,15327
288,2023-11-29,8900,8950,8900,8900,54715600,487401712500,15298
289,2023-11-28,8875,8950,8850,8875,69070600,613952417500,14935
290,2023-11-27,8900,8950,8875,8875,35679000,317834515000,12809
291,2023-11-24,8925,8975,8900,8925,51624200,461299567500,11269
292,2023-11-23,8850,8975,8850,8925,55542100,495579897500,10407
293,2023-11-22,8775,8875,8775,8875,40364800,356525657500,9740
294,2023-11-21,8825,8900,8775,8775,107614800,948272825000,30681
295,2023-11-20,8975,9025,8875,8875,73541200,656671235000,17135
296,2023-11-17,9025,9075,8975,9075,57050500,516164995000,11636
297,2023-11-16,9050,9075,8950,9075,80277800,725384330000,10922
298,2023-11-15,8975,9050,8950,9050,84977900,766437245000,12586
299,2023-11-14,8900,8950,8875,8925,37195700,331988455000,6551
300,2023-11-13,8875,8925,8850,8875,32724000,290679545000,8308
301,2023-11-10,8950,9000,8825,8825,50754600,450093725000,17648
302,2023-11-09,8900,9050,8900,9000,46076800,413935270000,10739
303,2023-11-08,8950,9000,8900,9000,31834100,285103322500,8256
304,2023-11-07,9000,9025,8900,8975,60648200,543266142500,13924
305,2023-11-06,8975,9050,8950,9050,84994200,765572275000,15987
306,2023-11-03,8925,8950,8850,8900,60414100,538864997500,10538
307,2023-11-02,8725,8900,8725,8850,56050900,494243485000,16354
308,2023-11-01,8750,8775,8600,8600,67027600,579315247500,31900
309,2023-10-31,8800,8825,8725,8750,64907600,568651290000,16598
310,2023-10-30,8700,8850,8700,8850,51958200,457355955000,11025
311,2023-10-27,8725,8800,8700,8700,52450700,458006815000,20878
312,2023-10-26,8925,8950,8725,8725,63199400,555496475000,25769
313,2023-10-25,8825,8925,8825,8875,54748400,486650312500,12094
314,2023-10-24,8775,8875,8775,8775,76963200,677799955000,23106
315,2023-10-23,8875,8925,8850,8850,50633500,449520817500,16518
316,2023-10-20,8725,9025,8725,8975,80325200,719079735000,16985
317,2023-10-19,8825,8850,8750,8750,89509700,787210360000,39231
318,2023-10-18,8925,8950,8850,8850,70860600,629874282500,31212
319,2023-10-17,9050,9075,8950,8950,59606000,536326235000,17234
320,2023-10-16,9125,9125,9050,9100,37599800,341602310000,13205
321,2023-10-13,9100,9125,9025,9075,62941800,570668045000,8016
322,2023-10-12,9000,9100,9000,9050,71064500,642955742500,8682
323,2023-10-11,8925,9025,8925,8925,84305800,754893725000,13689
324,2023-10-10,9000,9000,8925,8925,107491800,963550447500,25291
325,2023-10-09,9025,9125,9025,9050,43774500,397699502500,7761
326,2023-10-06,9100,9100,9025,9025,53344400,482992197500,9359
327,2023-10-05,9200,9200,9075,9075,72855700,664373372500,11743
328,2023-10-04,9200,9250,9125,9200,112582800,1035254637500,15877
329,2023-10-03,9075,9200,9025,9200,99105500,907521635000,17813
330,2023-10-02,8900,9100,8875,9075,93663000,843717170000,15435
331,2023-09-29,8825,8900,8825,8825,119438800,1057420410000,24181
332,2023-09-27,8900,9000,8875,8875,84345000,751579607500,32668
333,2023-09-26,9000,9025,8950,8950,73544700,660333892500,30118
334,2023-09-25,9075,9075,9000,9000,56229700,507897665000,13977
335,2023-09-22,9125,9150,9075,9075,42445300,386626050000,8410
336,2023-09-21,9125,9150,9075,9125,40607000,369909097500,7000
337,2023-09-20,9125,9175,9075,9150,54305500,496398482500,9718
338,2023-09-19,9000,9075,8975,9075,37016200,334135745000,10234
339,2023-09-18,9050,9075,9000,9000,34272200,309114612500,13073
340,2023-09-15,9050,9100,9000,9000,121005300,1092836877500,16258
341,2023-09-14,9000,9125,9000,9100,112757900,1021125725000,22856
342,2023-09-13,9050,9075,9000,9075,69490200,628350982500,18636
343,2023-09-12,9100,9125,9075,9100,66479000,604515250000,13794
344,2023-09-11,9075,9125,9075,9125,53155900,483898510000,13084
345,2023-09-08,9100,9150,9050,9125,80732300,734537652500,22328
346,2023-09-07,9125,9175,9100,9175,61405200,561322210000,17659
347,2023-09-06,9200,9250,9150,9150,49318400,453267477500,11268
348,2023-09-05,9250,9250,9200,9225,42007200,387190620000,9941
349,2023-09-04,9225,9275,9175,9225,40610600,374003870000,11097
350,2023-09-01,9200,9275,9175,9225,42152700,389132227500,8907
351,2023-08-31,9200,9225,9100,9175,136107200,1247664527500,23663
352,2023-08-30,9300,9300,9200,9200,56227000,519845902500,10093
353,2023-08-29,9275,9300,9200,9250,45428500,420110667500,6923
354,2023-08-28,9250,9250,9200,9200,44423100,409509490000,12511
355,2023-08-25,9200,9275,9175,9275,50379000,465187377500,7774
356,2023-08-24,9250,9325,9200,9200,53725900,496444562500,11134
357,2023-08-23,9300,9325,9275,9300,63749800,593148127500,7823
358,2023-08-22,9150,9325,9150,9300,65664600,608843435000,7551
359,2023-08-21,9225,9250,9175,9175,73573000,677119952500,15944
360,2023-08-18,9250,9350,9250,9250,79328900,735715775000,12140
361,2023-08-16,9275,9325,9250,9300,76439500,710030982500,14911
362,2023-08-15,9325,9375,9300,9300,59303700,552270065000,10146
363,2023-08-14,9325,9350,9225,9350,75495400,701818230000,16385
364,2023-08-11,9425,9450,9375,9400,68898600,648421812500,10562
365,2023-08-10,9400,9425,9350,9400,78071100,733786190000,11539
366,2023-08-09,9275,9400,9250,9400,77056800,719658822500,16324
367,2023-08-08,9275,9300,9200,9200,61294900,566058285000,9544
368,2023-08-07,9150,9275,9150,9275,55589300,512895670000,10548
369,2023-08-04,9250,9275,9125,9150,52675900,483526772500,12471
370,2023-08-03,9150,9300,9150,9250,64596100,596503842500,10842
371,2023-08-02,9125,9200,9125,9200,60629900,556027122500,8590
372,2023-08-01,9175,9175,9100,9125,49756400,454680457500,14643
373,2023-07-31,9175,9200,9100,9125,80868000,738379685000,16592
374,2023-07-28,9200,9225,9125,9125,74510200,681676857500,22334
375,2023-07-27,9400,9400,9225,9225,77848400,724742290000,17085
376,2023-07-26,9175,9350,9125,9350,113868700,1054613932500,17428
377,2023-07-25,9175,9300,9150,9150,122802700,1131783430000,19220
378,2023-07-24,9200,9200,9100,9100,62061200,566397335000,14884
379,2023-07-21,9150,9175,9125,9150,42667800,390413950000,7909
380,2023-07-20,9200,9225,9125,9150,83476600,766895462500,14381
381,2023-07-18,9200,9250,9100,9150,66973300,614456620000,12195
382,2023-07-17,9200,9250,9175,9175,62550100,574966812500,10261
383,2023-07-14,9175,9200,9125,9200,55554500,509063157500,7887
384,2023-07-13,9200,9225,9125,9125,65230900,597501595000,13452
385,2023-07-12,9075,9175,9050,9175,61566500,562551942500,11938
386,2023-07-11,9100,9100,9025,9025,43703500,395431325000,9770
387,2023-07-10,9100,9100,9050,9050,28981500,262988512500,8883
388,2023-07-07,9025,9100,9025,9025,37641300,340593332500,9713
389,2023-07-06,9050,9100,9025,9075,52532400,475777417500,10689
390,2023-07-05,9050,9075,9025,9050,44609200,404071850000,10002
391,2023-07-04,9150,9150,9050,9050,35049300,318299882500,12738
392,2023-07-03,9025,9075,9025,9075,108881100,984922552500,22315
393,2023-06-27,9050,9150,9050,9150,36225300,330493000000,8780
394,2023-06-26,9025,9125,9025,9075,36389900,330567657500,10800
395,2023-06-23,9025,9150,9025,9050,47813500,434122655000,8347
396,2023-06-22,9125,9150,9050,9050,48291100,439481212500,9408
397,2023-06-21,9050,9125,9000,9125,43383600,393591015000,10297
398,2023-06-20,9025,9050,8950,9050,54990100,496206815000,9088
399,2023-06-19,9000,9050,9000,9000,32330600,291476360000,10097
400,2023-06-16,9100,9100,8975,9050,112769400,1018580865000,16986
401,2023-06-15,9100,9100,9050,9050,59073000,535551915000,15495
402,2023-06-14,9100,9125,9050,9075,72223700,656235642500,11791
403,2023-06-13,9175,9175,9100,9150,45552600,416237912500,8689
404,2023-06-12,9150,9150,9100,9150,38082300,347732180000,8114
405,2023-06-09,9175,9175,9100,9100,44645700,407511022500,9579
406,2023-06-08,9075,9125,9075,9125,53188400,484096885000,10295
407,2023-06-07,9125,9175,9075,9100,66807200,608865152500,12778
408,2023-06-06,9050,9200,9050,9150,74872800,682789780000,13078
409,2023-06-05,9150,9325,9100,9200,163535600,1506886945000,20198
410,2023-05-31,9300,9325,9050,9050,421023000,3833808147500,18222
411,2023-05-30,9200,9325,9150,9250,111126900,1028312275000,20140
412,2023-05-29,9250,9250,9075,9150,79148200,723302602500,12603
413,2023-05-26,9175,9200,9100,9150,55675900,509803047500,9927
414,2023-05-25,9100,9150,9050,9050,62058200,564109705000,11863
415,2023-05-24,9200,9200,9025,9025,64845600,589029265000,13250
416,2023-05-23,9050,9150,9025,9125,87739000,799916217500,17728
417,2023-05-22,9000,9075,8925,9000,91001300,818687710000,14283
418,2023-05-19,8900,9000,8825,9000,105991900,949370397500,17282
419,2023-05-17,8775,8850,8750,8775,70010200,616313510000,12541
420,2023-05-16,8800,8825,8700,8700,57835300,505858075000,17692
